nom,texte,processed_text,word_count,topic_keybert,topic_probability_keybert
De La Charge,The CHARGE is a place of investment by 19 artists meeting in ASBL.This place is divided into workshops and has an exhibition space.After 3 years the entire group has chosen to stop this activity for new horizons.The site closed its doors at the end of April 2015. Martin BelouStéphane CarpinelliJulien CohenLaure De SelisAlexandre LavetBaptiste ManoLeslie MartinelliMargaux SchwarzWoody Van TasselColine Thomas Collectif Sin ~ :Flavien BergerPaul BoudeauQuentin CailleErun EvinRobin LachenalMaya de MondragonTristan Vallet Bankrupt Design:Marine PeyradLily Sato,charge investment artists meeting asbl divided workshops exhibition space years entire group chosen stop activity horizons closed doors end april 2015 martin beloustéphane carpinellijulien cohenlaure selisalexandre lavetbaptiste manoleslie martinellimargaux schwarzwoody van tasselcoline thomas collectif sin flavien bergerpaul boudeauquentin cailleerun evinrobin lachenalmaya mondragontristan vallet bankrupt design marine peyradlily sato,48,0,0.01045026480033388
The Lab,"The Lab believes that if we give artists enough time, space, and funding to realize their vision, the work they produce will change the way we experience the world. These are often small propositions that (like all great art) challenge the familiar ways we perceive value, and so we seek out extraordinary artists who are underrepresented as a result of gender, class, race, sexuality, or geography, and whose work is not easily defined and therefore monetized. As a site of constant iteration and indeterminacy, The Lab is, above all, a catalyst for artistic experimentation. The Lab is W.A.G.E. Certified. W.A.G.E. Certification is a program initiated and operated by working artists that publicly recognizes non-profit arts organizations demonstrating a commitment to voluntarily paying artist fees that meet a minimum standard. The Lab is a 501(c)(3) nonprofit organization, federal ID number 94-2952488. We are not accepting artist submissions at this time. Our space is wheelchair accessible and is located 1/2 block from the 16th and Mission BART. Please check our program calendar for hours.",lab believes artists space funding realize vision work produce change way experience world propositions like great art challenge familiar ways perceive value seek extraordinary artists underrepresented result gender class race sexuality geography work easily defined monetized constant iteration indeterminacy lab catalyst artistic experimentation lab certified certification program initiated operated working artists publicly recognizes non profit arts organizations demonstrating commitment voluntarily paying artist fees meet minimum standard lab nonprofit organization federal number 2952488 accepting artist submissions space wheelchair accessible block 16th mission bart check program calendar,85,0,1.0
63rd - 77th STEPS,"63rd - 77th STEPS is a project space founded and run by the artist Fabio Santacroce. The name refers to the final part of a multi-floor staircase (the area between 63 ° and 77 ° step), inside a building from the beginning of the XX century in Bari.Site-specific exhibitions are alternated with off-site and online exhibitions meant as physical and metaphorical extensions of this residual place. 63rd-77th STEPS strains and investigates the limits and potentialities of the periphery, redefining its spatial and temporal framework.",63rd 77th steps project space founded artist fabio santacroce refers final multi floor staircase area step inside building beginning century bari specific exhibitions alternated online exhibitions meant physical metaphorical extensions residual 63rd 77th steps strains investigates limits potentialities periphery redefining spatial temporal framework,43,1,1.0
Theophile's Papers,"Théophile's Papers is an itinerant publishing platform that operates from Paris & Brussels.Founded in March 2011 by Théophile Calot — a Brussels based french graphic designer — Théophile's Papers distributes publications of independent publishers, fanzines, newspapers and magazines that specialise in art, photography, graphic design and illustration.Next to its permanent corners in Brussels and Paris, Théophile's Papers also creates so called Panorama shows or pop-up installations in various venues like apartments, libraries, art galleries or alternative art fairs.These events look up the border between a pop-up book store and an exhibition.Théophile's Papers also proposes a variety of services linked to publications : from graphic design to the display of books (specially made book furniture for galleries, events, shops or private persons) and publishing and curating project.",théophile papers itinerant publishing platform operates CITY brussels founded march 2011 théophile calot brussels based french graphic designer théophile papers distributes publications independent publishers fanzines newspapers magazines specialise art photography graphic design illustration permanent corners brussels CITY théophile papers creates called panorama shows pop installations various venues like apartments libraries art galleries alternative art fairs events look border pop book store exhibition théophile papers proposes variety services linked publications graphic design display books specially book furniture galleries events shops private persons publishing curating project,84,-1,0.007092002386992134
Enterprise Projects,"Enterprise Projects is an Athens based project by Danai Giannoglou and Vasilis Papageorgiou. Created out of our need to express and share our point of view concerning the contemporary artistic creation,this venture aims at experimenting and conversing; experimenting with the curatorial proposal, artistic creation, self-organized function, and conversing with the artistic scene, the Athenian audience and the place itself, which houses the project. As a structure Enterprise Projects has been functioning independently and periodically since September 2015 in Ampelokipoi, Athens.",enterprise projects athens based project danai giannoglou vasilis papageorgiou created need express share view concerning contemporary artistic creation venture aims experimenting conversing experimenting curatorial proposal artistic creation self organized function conversing artistic scene athenian audience houses project structure enterprise projects functioning independently periodically september 2015 ampelokipoi athens,47,12,0.064918340990325
TRIPLA,"TRIPLA, artist run space active since 2016 in Bologna, via Indipendenza 71 f, Italy. Our space is composed of three showcases of a former shop, observable only from the outside 24/7 all year. During this year we hosted happenings, solo and collective shows by artists from Italy, Switzerland and Germany.",tripla artist space active 2016 bologna indipendenza italy space composed showcases shop observable outside hosted happenings solo collective shows artists italy switzerland germany,23,1,0.03031350818907663
L'Œil de boeuf,"Boeuf ring is an association that has been open in Lyon since April 2010.Its activity is about production, exhibition and art dissemination.It is a place of exchange that has the purpose of welcoming, opening up dialogue and proposals by artists.The Boeuf ring opens its doors to young artists by offering them a space dedicated to the exhibition. Each guard is encouraged by sound performance.",boeuf ring association lyon april 2010 activity production exhibition art dissemination exchange purpose welcoming opening dialogue proposals artists boeuf ring opens doors young artists offering space dedicated exhibition guard encouraged sound performance,32,0,1.0
TOPO,"Its creation, dissemination, training and media activities contribute to the development of its discipline field, the care of visual arts, literature and digital media. The Centre supports and implements interactive projects, welcomes artists in residence and offers specialized workshops. Its part explores innovative presentation methods for digital works through exhibitions, performance, publication and circulation activities, on the web and in local, national and international networks. The Pied Carré Group is a multifunctional production space open to the community and an exhibition centre in the city of Pores, in the city of Pores. The TOPO exhibition centre is a digital writing and creation laboratory for web space, performance and installation. Its mandate is to investigate, produce and disseminate original multimedia works that explore interdisciplinary and intercultural crossbreeds through digital arts. Founded in Montreal in 1993, TOPO was born of the desire of its founding members to have a structure that enables the organization of collective and multidisciplinary projects to be integrated into the disciplines of photography and literature. With the development of digital technologies, the mandate of the organization was extended to the Internet as the territory of creation and dissemination. In 1998, TOPO co-produces ""Fixidation, a web fiction"" and starts its activity on the web. The organization then becomes active in the digital arts sector by producing web projects, for most of the collections, which have contributed to hundreds of thousands of thousands of stars and artists on the screens of the Internet.",creation dissemination training media activities contribute development discipline field care visual arts literature digital media centre supports implements interactive projects welcomes artists residence specialized workshops explores innovative presentation methods digital works exhibitions performance publication circulation activities web local national international networks pied carré group multifunctional production space community exhibition centre city pores city pores topo exhibition centre digital writing creation laboratory web space performance installation mandate investigate produce disseminate original multimedia works explore interdisciplinary intercultural crossbreeds digital arts founded montreal 1993 topo born desire founding members structure enables organization collective multidisciplinary projects integrated disciplines photography literature development digital technologies mandate organization extended internet territory creation dissemination 1998 topo produces fixidation web fiction starts activity web organization active digital arts sector producing web projects collections contributed hundreds thousands thousands stars artists screens internet,132,0,1.0
Clovis XV,"Clovis XV is a space dedicated to contemporary art, opened in November 2014 in Brussels by members of the IDIOM collective and led today by Anastasia Bay and Julien Saudubray.The curate place or gives white cards to artists and exhibitors through many proposals presenting young creation in individual or collective exhibitions.",clovis space dedicated contemporary art opened november 2014 brussels members idiom collective led today anastasia bay julien saudubray curate gives cards artists exhibitors proposals presenting young creation individual collective exhibitions,30,13,1.0
Art City,"Art City is a not-for-profit community art studio dedicated to providing people of all ages with innovative and professional art programming, free of charge. Art City’s primary goal is to provide space and tools for anyone who wishes to express themselves creatively.Nearly two decades ago, Wanda Koop, an internationally renowned artist, saw a need for accessible arts programming in Winnipeg’s West Broadway neighbourhood. In 1998, she founded Art City, one of the first organizations of its kind in Canada. The idea: that community art programming should be accessible to all. In 2006, Wanda Koop was made a Member of the Order of Canada in honour of her extraordinary contribution to Canadian art, and her dedication to community development through the arts.",art city profit community art studio dedicated providing people ages innovative professional art programming free charge art city primary goal provide space tools wishes express creatively nearly decades ago wanda koop internationally renowned artist saw need accessible arts programming winnipeg west broadway neighbourhood 1998 founded art city organizations kind canada idea community art programming accessible 2006 wanda koop member order canada honour extraordinary contribution canadian art dedication community development arts,70,17,1.0
Ground,"Ground is an artist-run space operated by visual artists Lito Kattou and Leontios Toumpouris. Ground is an interdisciplinary platform open to all forms of artistic practice, willing to encourage dialogue and networking in the context of autonomy and symbiosis.",ground artist space operated visual artists lito kattou leontios toumpouris ground interdisciplinary platform forms artistic practice willing encourage dialogue networking context autonomy symbiosis,23,47,1.0
*DUUU,"*DUU is a webradio dedicated to contemporary creation (www.duuradio.fr). Founded by artists in 2012, this artist-run-space is motivated by a desire to understand the situations of reflection and work. *DUU develops programs that promote sharing of experiences and reveals the relevance of the radio tool to produce situations, experience other speech modes, cross parallel voices and raise meetings.For the contemporary creation archive, the radio set up a set of emissions that are mainly recorded in the field of visual arts. *DUUUUU is currently a tool of radio-producing situations, a time-consuming tool, a pattern of motion, a pattern of speech. Around the editorial committee, *DUU meets today a team of 30 correspondents, all actors of the artistic scene (visual arts, poetry, dance, music...). Since 2016, *DUU is based on Gennevilliers. It explores the territory to meet residents and collectives, in company with invited artists. In this framework, it migrates its studies into the music of meetings, to record emissions, or broadcast directly from the city's living places (cafés, public gardens, halls of furniture, cinema...). The radio has installed its base on the T2G – Theater of Genevavilliers, and it presents a device of listening to and consulting the N'U'U's.",duu webradio dedicated contemporary creation founded artists 2012 artist space motivated desire understand situations reflection work duu develops programs promote sharing experiences reveals relevance radio tool produce situations experience speech modes cross parallel voices raise meetings contemporary creation archive radio set set emissions mainly recorded field visual arts duuuuu currently tool radio producing situations consuming tool pattern motion pattern speech editorial committee duu meets today correspondents actors artistic scene visual arts poetry dance music 2016 duu based gennevilliers explores territory meet residents collectives company invited artists framework migrates studies music meetings record emissions broadcast directly city living places cafés public gardens halls furniture cinema radio installed base t2g theater genevavilliers presents device listening consulting,114,0,0.03224263393572873
Dos Mares,"Two Mares encourages the mobility and visibility of artists through international residency programmes. The artists are hosted in France, in Paris for a period ranging from 1 to 3 months. They are dedicated to research during which a group of artists requisitioned for the problems of the invited artist, his work, his work of art, his work, his work, his work, his work, his work, his work, his work, his work, his work, his work, his work, his work, his work, his work, and his work. In 2013, Dos Mares found its origin in the artistic project and curatorial platform conceived by visual artists Ron Reyes Sevilla (Costa Rica) and Laurent le Bourhis (France), where their field of reflection and research is the ecosystem of art. Two Mares proposes interconnected devices, each of them dealing with political, social, economic or related dimensions, where the relationship between time, employment transition to work, the question of employment satisfaction, the value of research and production, environmental concerns, the role of industrials, the critical analysis of intercultural knowledge, the production of intercultural knowledge, the Yes. As the most conventional works, each proposal - which we call the device - has its own framework, its own foundation, its own duration, its own exposure, its own production methods, its own place of execution, etc. Each of these devices addresses a specific aspect of the world and takes a position in the system of art, and in Dos Mares we claim them as works of art. Two Mares are the devices that we use as artists. Ron Reyes Seville and Laurent Le Bourhis are the two of which we have named Dos Mares, and since 2013 it is also a cultural enterprise based on the foundation of the Marseilles and its national works.",mares encourages mobility visibility artists international residency programmes artists hosted france CITY period ranging months dedicated research group artists requisitioned problems invited artist work work art work work work work work work work work work work work work work work work 2013 dos mares origin artistic project curatorial platform conceived visual artists ron reyes sevilla costa rica laurent bourhis france field reflection research ecosystem art mares proposes interconnected devices dealing political social economic related dimensions relationship employment transition work question employment satisfaction value research production environmental concerns role industrials critical analysis intercultural knowledge production intercultural knowledge yes conventional works proposal device framework foundation duration exposure production methods execution devices addresses specific aspect world takes position art dos mares claim works art mares devices use artists ron reyes seville laurent bourhis named dos mares 2013 cultural enterprise based foundation marseilles national works,141,48,1.0
Spazio In Situ,"Spazio In Situ opened the 27th October 2017 presenting the exhibition What if?, that shows a work from each artist of the group. In Situ was spountaneously born by working togheter as a group, free from the critical-historical meaninig of the term “artistic group”, with the purpose of facing the complex role that artists have in our contemporary society, and in order to reach a higher level of artistic research. In Situ is more than a set of studios, it’s a studio devoted to the constant research of ideas, a place where personal growth meets the collective growth, an open-space without any walls between each artist studio. Artworks are free to live in the space, breathing an open-minded atmosphere that leads to a huge network of hyperlinks and unlimited possibilities. In Situ constanly challenge himself re-thinking the space and its role, an example is the exhibition project Contemporary Absurdity, a six solo exhibitions cycle with works by Marco De Rosa, Roberta Folliero, Andrea Frosolini, Christophe Constantin, Francesco Palluzzi, Elisa Selli. The space during the exhibitions turns into a White Cube, one time sacral space for every artwork that is inside, and now creating an ecosystem in which common objects become icons of a concpt, shifting the viewer from reality to illusion.Text by Sara Fiorelli The 27th October 2018, Spazio In Situ celebrates two years togheter with the exhibition OUT OF SPACE, giving birth to Spazio In Più and welcoming other five artist studios (Sveva Angeletti, Federica Di Pietrantonio, Chiara Fantaccione, Daniele Sciacca, Guendalina Urbani).",spazio situ opened 27th october 2017 presenting exhibition shows work artist group situ spountaneously born working togheter group free critical historical meaninig term artistic group purpose facing complex role artists contemporary society order reach higher level artistic research situ set studios studio devoted constant research ideas personal growth meets collective growth space walls artist studio artworks free live space breathing minded atmosphere leads huge network hyperlinks unlimited possibilities situ constanly challenge thinking space role example exhibition project contemporary absurdity solo exhibitions cycle works marco rosa roberta folliero andrea frosolini christophe constantin francesco palluzzi elisa selli space exhibitions turns cube sacral space artwork inside creating ecosystem common objects icons concpt shifting viewer reality illusion text sara fiorelli 27th october 2018 spazio situ celebrates years togheter exhibition space giving birth spazio più welcoming artist studios sveva angeletti federica pietrantonio chiara fantaccione daniele sciacca guendalina urbani,143,49,1.0
El Mentidero,"El Mentidero is a home in downtown Bogotá. It is content and container-bucket and water at the same time. An exhibition space for non-productive merchandise, selling religious artifacts for non-believers, a set for unrelated relationships. Market without marketing. Use and disuse. One for all, all for one.Strategically located in its place, El Mentidero closes its doors to some and others and is inhabited by insatiable and problematic artists, masses eager of hay and poison, chefs with PhDs, broke students and broken teachers. Behind these doors a new school is being formed, without grades and without degrees but with toga and lots of class.",mentidero home downtown bogotá content container bucket water exhibition space non productive merchandise selling religious artifacts non believers set unrelated relationships market marketing use disuse strategically mentidero closes doors inhabited insatiable problematic artists masses eager hay poison chefs phds broke students broken teachers doors school formed grades degrees toga lots class,51,50,1.0
CAPSULE 38,"CAPSULE 38 is an independent creative interstice that brings together several artistic projects in its workshops.Opened and maintained by the artist Hadrien Sayf, the “Creative Capsule” is not a commercial gallery or a studio closed to the public but an experimental place.Former laundromat, then bookshop and oriental bazaar, the Capsule becomes a real area of mixed projects for the local community and avant-garde without borders. – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – CAPSULE 38 est un interstice créatif indépendant regroupant plusieurs projets artistiques au sein de ses ateliers.Ouvert et maintenu par l’artiste Hadrien Sayf, la “Capsule Créative” n’est pas une galerie commerciale ni un studio fermé au public mais un lieu expérimental.Ancienne laverie, puis librairie et bazar oriental, la Capsule devient un véritable espace de projets mixtes pour la communauté locale et l’avant-garde sans frontières.",capsule independent creative interstice brings artistic projects workshops opened maintained artist hadrien sayf creative capsule commercial gallery studio closed public experimental laundromat bookshop oriental bazaar capsule real area mixed projects local community avant garde borders capsule interstice créatif indépendant regroupant plusieurs projets artistiques sein ses ateliers ouvert maintenu artiste hadrien sayf capsule créative pas une galerie commerciale studio fermé public lieu expérimental ancienne laverie puis librairie bazar oriental capsule devient véritable espace projets mixtes communauté locale avant garde sans frontières,80,50,1.0
METALAB / RETICULAR,"The <> Reticular is a place of residence and writing dedicated to the Arts of the new media in all disciplines. It is administered by and for artists, inspired by the Canadian model. It consists of 80m2 plate, 60m2 storage, 60m2 workshop, 60m2 and a base material park. Non-member artists can spontaneously communicate their home projects. Reticular <> is an artist running centre focusing on Media art and interdisciplinary practices. Started in 2004, the MetaLab project shows at supporting Media artists, knowledge and media. Artists are welcome to send their proposed.100m2 live + 60m2",reticular residence writing dedicated arts media disciplines administered artists inspired canadian model consists 80m2 plate 60m2 storage 60m2 workshop 60m2 base material park non member artists spontaneously communicate home projects reticular artist running centre focusing media art interdisciplinary practices started 2004 metalab project shows supporting media artists knowledge media artists welcome send proposed 100m2 live 60m2,56,36,1.0
Gallery 44,"Gallery 44 is centered on three programming areas: We offer affordable production facilities to over 400 artist members, including darkrooms and digital printing, ensuring that artists working across diverse media have an accessible space to experiment and develop their photo-based practices.Providing a similarly accessible gallery space, G44 presents dynamic exhibitions that reflect a range of contemporary issues and visual forms. As a mentor-focused institution, rather than a curator-focused one, we maintain a collaborative approach in which artists play a central and active role in shaping programming and supporting one another’s artistic development. G44 dedicates significant portions of our programming calendar each year to focusing on emerging artists. Longstanding programs, such as Proof and Cameralinks, provide a place for artists at the cusp of their own explorations into seeing to widen the dialogue around contemporary photography.An equally important part of our mandate is to provide production, exhibition, mentorship and scholarship opportunities to youth throughout the GTA. Gallery 44’s OUTREACH program, for example, offers photography workshops to youth from underserved communities. This unique program inspires youth to develop positive methods of sharing their stories and to initiate critical explorations into art-viewing and art-making. As one of the only artist-run centres in Canada providing ongoing, hands-on arts education to youth, our award-winning education programs encourage greater visual literacy, while fostering a new generation of artists. Gallery 44 Centre for Contemporary Photography is a charitable, non-profit, artist-run centre committed to supporting multi-faceted approaches to photography and lens-based media. Founded in 1979 to establish a supportive environment for the development of artistic practice, Gallery 44’s mandate is to provide a context for meaningful reflection and dialogue on contemporary photography. Gallery 44 is committed to programs that reflect the continuously changing definition of photography by presenting a wide range of practices that engage timely and critical explorations of the medium. Through exhibitions, public engagement, education programs and production facilities our objective is to explore the artistic, cultural, historic, social and political implications of the image in our ever-expanding visual world. Gallery 44 was founded in 1979 by a small group of artists in need of production facilities who joined together to share darkroom and studio space. Forming a collective was an important first step in making facilities affordable and in creating a supportive community of artists with common goals. In 1980, the collective began mounting exhibitions and in 1981 began offering photography workshops. Gallery 44 moved from its original location on Niagara Street to Bathurst Street in 1986, where both the production and exhibition facilities were expanded to serve a growing membership. Due to a severe lack of photographic education in elementary and secondary schools, Gallery 44 began its Education in the Schools program in 1987. In 1994, Gallery 44 moved to 401 Richmond St. W. to improve the centre's exhibition and production facilities and to widen its audience through a more centralized location. The main floor of our space currently includes the administrative office, main gallery and adjacent vitrines gallery that host our seven annual exhibitions and our Members’ Gallery, which exclusively showcases the work of our members. Gallery 44’s 2,673 square foot, accessible facilities are located in the basement of 401 and include darkrooms, a shooting studio, scanning lab, wide format digital printing, print finishing area, resource library, and the Production Gallery which highlights works produced in our facilities. Throughout its history Gallery 44 has prioritized equitable access by breaking down barriers to the arts for artists, audiences and youth. We do so by programming outside of the downtown core, collaborating with numerous community partners both within and outside of our sector, supporting artistic experimentation and risk-taking and providing accessible public programs and production support to emerging practitioners, diverse artists and young people from across the GTA. Gallery 44’s partners include: ImagineNATIVE, Images Festival, Scotiabank CONTACT Photography Festival, Toronto District School Board, OCAD University, Trinity Square Video, NIA Centre for the Arts, Tangled Art + Disability and many more. While Gallery 44 continues to develop and evolve we have remained committed to our history as an artist-run centre, which in part relates to fostering collaborative decision-making and the sharing of leadership roles. Retaining the spirit of an artist-run centre, members, Board and staff work together to develop and implement programs that highlight unique artistic practices, engage a wide audience and increase the access to and understanding of image-based practices. Gallery 44 supports over 400 artist members through affordable access to analogue and digital facilities and various professional development opportunities, including conceptual and technical workshops, portfolio reviews and mentorships. Gallery 44 continues to serve an important role in the larger arts community by supporting: · emerging artists through such annual programs as Proof, OUTREACH, Darkroom Club, CameraLinks and CameraReach · Canadian and international artists and curators through dynamic exhibitions and residencies · diverse audiences through public programs such as talks, tours, discussions, screenings, writing groups and performances · writers in every stage of their careers through our vital and prolific publishing program",gallery centered programming areas offer affordable production facilities artist members including darkrooms digital printing ensuring artists working diverse media accessible space experiment develop photo based practices providing similarly accessible gallery space g44 presents dynamic exhibitions reflect range contemporary issues visual forms mentor focused institution curator focused maintain collaborative approach artists play central active role shaping programming supporting artistic development g44 dedicates significant portions programming calendar focusing emerging artists longstanding programs proof cameralinks provide artists cusp explorations seeing widen dialogue contemporary photography equally important mandate provide production exhibition mentorship scholarship opportunities youth gta gallery outreach program example photography workshops youth underserved communities unique program inspires youth develop positive methods sharing stories initiate critical explorations art viewing art making artist centres canada providing ongoing hands arts education youth award winning education programs encourage greater visual literacy fostering generation artists gallery centre contemporary photography charitable non profit artist centre committed supporting multi faceted approaches photography lens based media founded 1979 establish supportive environment development artistic practice gallery mandate provide context meaningful reflection dialogue contemporary photography gallery committed programs reflect continuously changing definition photography presenting wide range practices engage timely critical explorations medium exhibitions public engagement education programs production facilities objective explore artistic cultural historic social political implications image expanding visual world gallery founded 1979 group artists need production facilities joined share darkroom studio space forming collective important step making facilities affordable creating supportive community artists common goals 1980 collective began mounting exhibitions 1981 began offering photography workshops gallery moved original location niagara street bathurst street 1986 production exhibition facilities expanded serve growing membership severe lack photographic education elementary secondary schools gallery began education schools program 1987 1994 gallery moved richmond improve centre exhibition production facilities widen audience centralized location main floor space currently includes administrative office main gallery adjacent vitrines gallery host seven annual exhibitions members gallery exclusively showcases work members gallery square foot accessible facilities basement include darkrooms shooting studio scanning lab wide format digital printing print finishing area resource library production gallery highlights works produced facilities history gallery prioritized equitable access breaking barriers arts artists audiences youth programming outside downtown core collaborating numerous community partners outside sector supporting artistic experimentation risk taking providing accessible public programs production support emerging practitioners diverse artists young people gta gallery partners include imaginenative images festival scotiabank contact photography festival toronto district school board ocad university trinity square video nia centre arts tangled art disability gallery continues develop evolve remained committed history artist centre relates fostering collaborative decision making sharing leadership roles retaining spirit artist centre members board staff work develop implement programs highlight unique artistic practices engage wide audience increase access understanding image based practices gallery supports artist members affordable access analogue digital facilities various professional development opportunities including conceptual technical workshops portfolio reviews mentorships gallery continues serve important role larger arts community supporting emerging artists annual programs proof outreach darkroom club cameralinks camerareach canadian international artists curators dynamic exhibitions residencies diverse audiences public programs talks tours discussions screenings writing groups performances writers stage careers vital prolific publishing program,504,-1,0.009170052082125967
Institute for Provocation (IFP),"Research that proposes cross-disciplinary strategies to collect information, read or produce work or artistic experiment. IFP also opens up for research in disciplines other than the arts that can provide the contemporary arts with new insights, modes of thinking and/or research strategies. Residency proposals for China show a link with the local context without being limited to it.BLACK SESAMEBlack Sesame is IFP's projects space which opened in June 2014. Located in a converted boiler room of the IFP courtyard at Heizhima hutong 13, Black Sesame is an experimental space for exhibitions, performances, workshops and more. With its characteristic high ceiling, flexible lighting conditions and ideal exhibition layout, Black Sesame is a unique 'white cube' located in one of Beijing's best preserved courtyards. Apart from being closely linked to IFP's residency programme and the resident artists, Black Sesame also works as a meeting space between the local Beijing art scene and international community of artists. With a programme focussing on solo exhibitions mixing Chinese and international artists with overlapping themes or interests, we encourage hands-on experimentation and transformation of the space itself. Artists and exhibitions are linked together through a programme which includes artists talks and performances. Institute for Provocation (IFP) is a Beijing based independent art organization and project space founded in 2010. Combining the study of theory and artistic practice, IFP aims to combine cross-disciplinary knowledge and stimulate cultural exchange and production in a collective approach. IFP organizes and advocates various kinds of activities, including artist residency, research project, discussion, exhibition making, workshop, publication, etc. on the basis of considering the dynamics of the relationship of independent art space with the society. Through a wide network of artists, researchers and makers in China and beyond, IFP can provide intelligence to incoming residents and collaborators who themselves become part of the network. We reckon the interaction between practice of residence artists and IFP’s institutional practice are constantly in a relationship of mutual provocation, friction and cooperation.",research proposes cross disciplinary strategies collect information read produce work artistic experiment ifp opens research disciplines arts provide contemporary arts insights modes thinking research strategies residency proposals china link local context limited black sesameblack sesame ifp projects space opened june 2014 converted boiler room ifp courtyard heizhima hutong black sesame experimental space exhibitions performances workshops characteristic high ceiling flexible lighting conditions ideal exhibition layout black sesame unique cube beijing best preserved courtyards apart closely linked ifp residency programme resident artists black sesame works meeting space local beijing art scene international community artists programme focussing solo exhibitions mixing chinese international artists overlapping themes interests encourage hands experimentation transformation space artists exhibitions linked programme includes artists talks performances institute provocation ifp beijing based independent art organization project space founded 2010 combining study theory artistic practice ifp aims combine cross disciplinary knowledge stimulate cultural exchange production collective approach ifp organizes advocates various kinds activities including artist residency research project discussion exhibition making workshop publication basis considering dynamics relationship independent art space society wide network artists researchers makers china ifp provide intelligence incoming residents collaborators network reckon interaction practice residence artists ifp institutional practice constantly relationship mutual provocation friction cooperation,196,-1,0.019022467870859726
221A,"In 2015, 221A opened Semi-Public, a 3,000 square foot outdoor exhibition site, complicating its role in Vancouver’s contemporary art ecology. However, as the organization grew, it found its ambitions increasingly restricted by the disciplinary conventions, compressed timelines, and precarious economics of the artist-run centre (ARC). In his history of magisterial artist-run culture in Canada (1962-2012), Vincent Bonin describes how the ARC’s original project of emancipation, of both artist and society, was abandoned after decades of creative stagnation and bureaucratic red tape. The organization likewise found that the methods and logics of the traditional ARC could only interpret the world in various ways; 221A wants to change it. Consequently, 221A’s vision is to support artists to transform the cultural, ecological, and economic contexts they emerge from. Beginning in Fall 2017, 221A’s programming was comprehensively restructured around a ‘fellowship & infrastructure’ model. Unlike a standard exhibition or commission, the fellowship program will host artists over an extended period of time, engaging with contexts, collaborators, ideas, and audiences. Over the course of three to twenty-four months, the fellow will occupy 221A’s former exhibition space and working with the staff to lead the organization’s artistic pursuits. The fellowship program will develop research that leads to new social, cultural, or ecological ‘infrastructure’. 221A defines infrastructure as flexible, semi-permanent projects and systems that exceed traditional forms of (art) production in their capacity to respond to fluctuating realities and needs. Whereas 221A’s peers and mentors—traditional ARC’s and public galleries—are institutions that commission and exhibit artist works, the ‘fellowship & infrastructure’ model empowers artists to use the institution itself as a medium. Fellows will mobilize an expanded set of instruments—finances, communications, facilities, and human resources—to realize projects that intervene in, and hopefully transform, our contexts in contemporary society. 221A is a non-profit artist-run centre that presents exhibitions, talks, publications and special projects that explore the role of design in the shaping of contemporary societies. Beginning as a student-led initiative in 2005, the organization was initially animated by an opposition to the division between contemporary art and design. Leaving the university grounds in 2008 to establish its first public exhibition space, the organization would be shaped by the history and upheavals of its new home in Chinatown, the embattled neighbourhood itself a microcosm of a global economic recession and the transformation of Vancouver before and after the 2010 Winter Olympics.",2015 ART_ORG opened semi public square foot outdoor exhibition complicating role vancouver contemporary art ecology organization grew ambitions increasingly restricted disciplinary conventions compressed timelines precarious economics artist centre arc history magisterial artist culture canada 1962 2012 vincent bonin describes arc original project emancipation artist society abandoned decades creative stagnation bureaucratic red tape organization likewise methods logics traditional arc interpret world various ways ART_ORG wants change consequently ART_ORG vision support artists transform cultural ecological economic contexts emerge beginning fall 2017 ART_ORG programming comprehensively restructured fellowship infrastructure model unlike standard exhibition commission fellowship program host artists extended period engaging contexts collaborators ideas audiences course months fellow occupy ART_ORG exhibition space working staff lead organization artistic pursuits fellowship program develop research leads social cultural ecological infrastructure ART_ORG defines infrastructure flexible semi permanent projects systems exceed traditional forms art production capacity respond fluctuating realities needs ART_ORG peers mentors traditional arc public galleries institutions commission exhibit artist works fellowship infrastructure model empowers artists use institution medium fellows mobilize expanded set instruments finances communications facilities human resources realize projects intervene hopefully transform contexts contemporary society ART_ORG non profit artist centre presents exhibitions talks publications special projects explore role design shaping contemporary societies beginning student led initiative 2005 organization initially animated opposition division contemporary art design leaving university grounds 2008 establish public exhibition space organization shaped history upheavals home chinatown embattled neighbourhood microcosm global economic recession transformation vancouver 2010 winter olympics,234,17,1.0
