id,nom,date_ouverture,date_fermeture,website,email,adresse,horaires,presentation,responsables,historique,activites,expositions,publications,events,residences,workshop,archive,librairie,coworking,education,nb_expos_an,nb_artistes_an,partenaires,created_at,updated_at,slug,pays,ville,latitude,longitude,adresse_complete,codepostal,telephone,visite,user_id
222,"3e impérial",1984,,"3e-imperial.org","info@3e-imperial.org","164, rue Cowie, local 310","","<p>Le 3e imp&eacute;rial est un centre vou&eacute; &agrave; l&rsquo;exploration des potentiels de l&rsquo;art actuel dans les sph&egrave;res du quotidien et les espaces non d&eacute;di&eacute;s &agrave; l&rsquo;art. Ses activit&eacute;s &mdash; recherche, cr&eacute;ation, production, diffusion, &eacute;dition, forums de r&eacute;flexion &mdash; s&rsquo;articulent autour d&rsquo;un programme de r&eacute;sidence en art infiltrant qui vise &agrave; f&eacute;conder les rapports artistes/publics et &agrave; valoriser les liens entre la pratique artistique, l&rsquo;espace public et l&rsquo;engagement social.&nbsp;&nbsp;</p>","Dominic Marcil ","<p>Fond&eacute; en 1984, le 3e imp&eacute;rial, centre d&rsquo;essai en art actuel a &eacute;t&eacute; le premier centre d&rsquo;artistes du r&eacute;seau qu&eacute;b&eacute;cois et canadien &agrave; se consacrer, &agrave; long terme et de mani&egrave;re exclusive, &agrave; l&rsquo;exploration de l&rsquo;art actuel dans les espaces qui ne lui sont pas normalement d&eacute;di&eacute;s. En s&rsquo;engageant, &agrave; partir de 1995, dans une m&eacute;thodologie d&rsquo;intervention centr&eacute;e sur des contextes, hors de l&rsquo;espace conventionnel de la galerie, le centre a d&eacute;velopp&eacute; une approche de l&rsquo;art prenant son assise dans la quotidiennet&eacute;. Depuis, il continue &agrave; raffiner ses processus de travail et &agrave; les adapter aux besoins changeants de la cr&eacute;ation en art actuel et &agrave; son rapport au monde&nbsp;contemporain.</p>","<p id=""page-title""><strong>R&eacute;sidences crois&eacute;es France/Qu&eacute;bec<br /></strong>Maison des arts Georges et Claude Pompidou, centre d&rsquo;art contemporain et r&eacute;sidences (Cajarc, France) /&nbsp;3e imp&eacute;rial, centre d&rsquo;essai en art actuel (Granby, Qu&eacute;bec, Canada).<br />La&nbsp;<a href=""http://www.magcp.fr/"">Maison des arts Georges Pompidou</a>,&nbsp;centre d&rsquo;art contemporain et r&eacute;sidences (Cajarc, France) et le 3e imp&eacute;rial, centre d&rsquo;essai en art actuel (Granby, Qu&eacute;bec, Canada) ont &eacute;tabli une entente de r&eacute;sidences crois&eacute;es impliquant l&rsquo;accueil d&rsquo;artistes ou de chercheurs aux&nbsp;<a href=""http://www.magcp.fr/modalites-daccueil-aux-maisons-daura/"">Les Maisons Daura, r&eacute;sidences internationales</a>&nbsp;&agrave; Saint-Cirq-Lapopie dans la r&eacute;gion Languedoc-Roussillon-Midi-Pyr&eacute;n&eacute;es en France, ainsi qu&rsquo;au 3e imp&eacute;rial, centre d&rsquo;essai en art actuel &agrave; Granby, dans la r&eacute;gion de la Mont&eacute;r&eacute;gie au Qu&eacute;bec,&nbsp;Canada.<br /><br />Ayant en commun d&rsquo;axer leur action artistique sur les sp&eacute;cificit&eacute;s de leurs territoires respectifs et de leurs contextes sociopolitiques respectifs, les deux structures d&rsquo;accueil proposent un contexte de travail et d&rsquo;&eacute;change fond&eacute; sur la relation entre l&rsquo;art et la communaut&eacute;.&nbsp;Lieu de ressource pour la cr&eacute;ation contemporaine privil&eacute;giant le dialogue entre des pratiques, des disciplines, des identit&eacute;s et des g&eacute;ographies,&nbsp;<a href=""http://www.magcp.fr/modalites-daccueil-aux-maisons-daura/"">Les Maisons Daura, r&eacute;sidences internationales</a>&nbsp;accueillent des artistes&nbsp;de toutes disciplines pour d&eacute;velopper des projets de cr&eacute;ation qui s&rsquo;inscrivent dans la dynamique du territoire et en ce sens, animent des rencontres entre les artistes et le public.&nbsp;Le&nbsp;<a href=""http://3e-imperial.org/"">3e imp&eacute;rial, centre d&rsquo;essai en art actuel</a>,&nbsp;propose une approche interdisciplinaire et contextuelle des arts visuels prenant pour assises la quotidiennet&eacute; et la proximit&eacute; avec les communaut&eacute;s. Ses activit&eacute;s et ses proc&eacute;dures de travail se fondent sur la collaboration et la rencontre de divers savoirs et exp&eacute;riences pour favoriser la prise de risque et la pr&eacute;sence active &agrave; un contexte&nbsp;vivant.</p>",true,true,true,true,false,false,false,false,false,"","","","2017-11-23T13:09:53.684Z","2017-11-23T13:10:52.822Z","3e-imperial","Canada","Granby (Québec)","45.3969667","-72.7265548","164, rue Cowie, local 310, , Granby (Québec), Canada","","","","1"
224,"aceartinc.",1983,,"www.aceart.org","gallery@aceart.org","2-290 McDermot Avenue Winnipeg","Tuesday – Saturday, 12 – 5pm","<p>aceartinc. is an artist-run centre dedicated to the development, exhibition and dissemination of contemporary art. aceartinc. maintains a commitment to emerging artists and recognizes its role in placing contemporary artists in a larger cultural context. aceartinc. encourages applications from all contemporary artists and curators.</p>","","<p>aceartinc. is an Artist-Run Centre located in the Exchange District of Winnipeg, Canada. We were founded in 1983.</p>
<p>aceartinc. exhibits 5 major exhibitions a year by contemporary visual artists and we welcome submissions from all emerging contemporary artists and curators working in any media to our annual call for submission each August.</p>
<p>The gallery also runs several ongoing projects and hosts numerous one-offs; among other things we are the proud home of Flux Gallery and the Cartae Open School. This Artist Run Centre is passionate about the work being produced by contemporary artists and arts writers and critics in Canada and abroad. Many successful, well known and not so well known Canadian artists have shown work at ace early in their careers- we are an established (but not establishment) part of the unique ecosystem of Canadian contemporary art.</p>
<p>Founding members: Donna Jones, Douglas Melnyk, Larry Glawson, Janice Dehod, Gail Noonan, Vern Hume, Pauline See, Lorraine Wright, Gord Arthur, Karen Busby.</p>","",true,true,true,true,true,false,false,false,false,"","","","2017-11-23T13:30:06.329Z","2017-11-23T13:30:06.329Z","aceartinc","Canada","Manitoba","49.897407","-97.142472","2-290 McDermot Avenue Winnipeg, , Manitoba, CANADA","","","","1"
226,"AdMare",1998,,"www.admare.org","admare@tlb.sympatico.ca","1-1349 ch. de Lavernière","","<p><span lang=""FR-CA"">AdMare promeut l&rsquo;art actuel aux &Icirc;les-de-la-Madeleine.&nbsp;</span></p>
<p><span lang=""FR-CA"">Avec une programmation r&eacute;guli&egrave;re d&rsquo;expositions individuelles et collectives, des r&eacute;sidences, des &eacute;v&eacute;nements artistiques d&rsquo;envergure et des projets de publication, AdMare offre aux artistes un espace de ressourcement, d&rsquo;exploration, d&rsquo;&eacute;change et de r&eacute;flexion en relation avec le territoire et la communaut&eacute; dans laquelle il op&egrave;re.</span>&nbsp;</p>","Laurène Janowsky","<p>Le Regroupement des artistes professionnels en arts visuels des Iles-de-la-Madeleine AdMare a vu le jour en 1998 suite &agrave; la volont&eacute; d&rsquo;un noyau d&rsquo;artistes des &Icirc;les de soutenir la cr&eacute;ation en arts visuels sur l&rsquo;archipel. &Eacute;taient pr&eacute;sents &agrave; l&rsquo;assembl&eacute;e g&eacute;n&eacute;rale de fondation en 1999 : Marie-Mich&egrave;le Allard, Marie Berger, Ang&egrave;le Brisson, Micheline Couture, Jean-Fran&ccedil;ois Cyr, Marl&egrave;ne Devost, Jacline Dupuis, Daniel Gautier, Danielle Gosselin, Ren&eacute; Lemay, Yves Pharand, Carole Pi&eacute;dalue et Lucien Turbide. Pendant cinq ans, le Regroupement r&eacute;alise plusieurs &eacute;v&eacute;nements de cr&eacute;ation et de diffusion, dont trois majeurs qui t&eacute;moignent du dynamisme du milieu : les symposiums Mer Oc&eacute;ane (1998), Les Muses (1999) et Sur la mer comme au ciel (2000).<br /><br />En 2003, des membres du Regroupement entreprennent de fonder le Centre d&rsquo;artistes autog&eacute;r&eacute; AdMare, ax&eacute; sur les pratiques actuelles en arts visuels. Avec le soutien de plusieurs partenaires locaux, le nouveau Centre s&rsquo;installe au &laquo; Chalet des scouts &raquo; de Cap-aux-Meules, situ&eacute; le long du Sentier du Littoral. On y retrouve un espace de cr&eacute;ation et de diffusion, un logement pour les artistes en r&eacute;sidence, deux ateliers de production et de l&rsquo;&eacute;quipement. Le Centre amorce une programmation d&rsquo;expositions, de r&eacute;sidences d&rsquo;artistes, de conf&eacute;rences et d&rsquo;ateliers et r&eacute;alise un autre symposium, Les Islomanes (2004).<br /><br />En 2006, AdMare cesse de b&eacute;n&eacute;ficier de ses locaux et amorce un partenariat avec La grande &eacute;cole, &agrave; Havre-aux-Maisons, pour la tenue de r&eacute;sidences d&rsquo;artistes, d&rsquo;expositions et d&rsquo;&eacute;v&eacute;nements. Le bureau de l&rsquo;organisme est aujourd&rsquo;hui situ&eacute; au Centre r&eacute;cr&eacute;atif de l&rsquo;&Eacute;tang-du-Nord.<br /><br />Apr&egrave;s 12 ans d&rsquo;existence, AdMare aura r&eacute;alis&eacute; 4 symposiums et 25 expositions / r&eacute;sidences, impliquant au total 86 artistes professionnels.<br />&Agrave; cela s&rsquo;ajoute les conf&eacute;rences, ateliers de cr&eacute;ation et &eacute;v&eacute;nements sp&eacute;ciaux, ainsi que les 2 bourses de cr&eacute;ation et 2 publications.</p>","",true,false,true,true,false,false,false,false,false,"","","","2017-11-23T13:45:00.933Z","2017-11-23T13:47:23.812Z","admare","Canada","L'Étang Du Nord (Québec)","47.372436","-61.9100897","1-1349 ch. de Lavernière, , L'Étang Du Nord (Québec), Canada","","","","1"
239,"Atelier de l’Île",1975,,"atelier.qc.ca","art@atelier.qc.ca","1289, rue Dufresne, C. P. 3488","","<p>L&rsquo;Atelier de l&rsquo;&Icirc;le is an artist-run centre that promotes research, experimentation and production in contemporary printmaking.</p>","","<p>L&rsquo;Atelier de l&rsquo;&icirc;le de Val-David a &eacute;t&eacute; fond&eacute; par&nbsp;Michel-Thomas Tremblay. Un s&eacute;jour de trois ans &agrave; l&rsquo;Atelier 17&nbsp;&agrave; Paris lui avait donn&eacute; l&rsquo;occasion de travailler aupr&egrave;s de ma&icirc;tres de la gravure et d&rsquo;approfondir la m&eacute;thode des rouleaux et des viscosit&eacute;s mise au point par Stanley William Hayter et encore couramment utilis&eacute;e &agrave; l&rsquo;Atelier de l&rsquo;&icirc;le et dans les ateliers d&rsquo;estampe &agrave; travers le monde. &Agrave; son retour en 1975, Michel-Thomas Tremblay d&eacute;cida d&rsquo;&eacute;tablir son atelier sur une petite &icirc;le sur la rivi&egrave;re du Nord, d&rsquo;o&ugrave; lui vint son nom. Fid&egrave;le &agrave; l&rsquo;esprit convivial des ann&eacute;es 1970, il d&eacute;cida de partager ce bel espace de travail et d&rsquo;exp&eacute;rimentation avec les artistes de la r&eacute;gion.</p>
<h4>Les ann&eacute;es &rsquo;70 &agrave; Val-David</h4>
<p>&nbsp;</p>
<p>Dans l&rsquo;&eacute;bullition de cette p&eacute;riode charni&egrave;re des ann&eacute;es &lsquo;70 o&ugrave; la Butte &agrave; Mathieu invitait les Leclerc, Charlebois, L&eacute;veill&eacute;, Vigneault, Deschamps, Moreau, Gauthier, Duguay et tant d&rsquo;autres, l&rsquo;Atelier de l&rsquo;&icirc;le devint un lieu de rassemblement et de cr&eacute;ation o&ugrave; de nombreux artistes maintenant reconnus (Jocelyne Aird-B&eacute;langer, Bonnie Baxter, Gilles Boivert, Guy Montpetit, Ren&eacute; Derouin, Andr&eacute; Fournelle, Pierre Leblanc, Carl Heywood, Libby Hague, Armand Vaillancourt, Jane Ash Poitras, Kenojuak Ashevak, Roberto Ferreyra, Richard Purdy, Fran&ccedil;ois Vincent, Francois Morelli, Barbara Beisinghoff, Ludmilla Armata, Jarmila Kavena) y firent leurs premi&egrave;res armes, inspir&eacute;s par les mots et la po&eacute;sie des lieux. Afin de se donner les moyens de ses ambitions, l&rsquo;Atelier de l&rsquo;&icirc;le fut d&eacute;m&eacute;nag&eacute; au centre du village, o&ugrave; ses activit&eacute;s se poursuivent et prennent un nouvel essor tout en respectant l&rsquo;esprit de ses membres fondateurs. On ne peut que saluer la vision et la d&eacute;termination de tous les administrateurs, artistes et partenaires qui comprennent la valeur de l&rsquo;art de l&rsquo;estampe et maintiennent cet atelier collectif continuellement vivant et actif malgr&eacute; les nombreux d&eacute;fis que cela repr&eacute;sentent. Au cours des ans, pr&egrave;s d&rsquo;un millier d&rsquo;artistes professionnels ont profit&eacute; de ce lieu exceptionnel situ&eacute; en pleine nature et propice &agrave;&nbsp; la cr&eacute;ation dans une ambiance paisible.</p>","",true,true,true,true,false,false,false,false,false,"","","","2017-11-23T19:29:00.767Z","2017-11-23T19:29:00.767Z","atelier-de-l-ile","Canada","Val David, Québec","46.0295713","-74.2052865","1289, rue Dufresne, C. P. 3488, , Val-David, Québec, CANADA","","","","1"
229,"Alberta Printmakers (A/P)",1989,,"www.albertaprintmakers.com","director@albertaprintmakers.ca","4025 4th Street Southeast Calgary","Wednesday – Saturday, 11 am–4 pm","<p>Alberta Printmakers (A/P) is a non-profit, artist-run centre founded in 1989 in Calgary, Alberta. The organization&rsquo;s goals are to increase public awareness of print media, to engage a diverse audience and to provide resources for the artistic community and production facilities for printmaking.</p>
<p>A/P has an open membership and is governed by a board of directors. Management and administration of A/P&rsquo;s activities are the responsibility of its Funding and Communications Director and its Gallery and Studio Director. A/P also hosts a summer student program, as well as a residency program.</p>","","","",true,true,false,true,false,false,false,false,false,"","","","2017-11-23T14:13:55.271Z","2018-12-02T18:41:41.179Z","alberta-printmakers-a-p","Canada","Alberta","51.0174954","-114.0526268","4025 4th Street Southeast Calgary, , Alberta, Canada","","","","1"
234,"Artexte",2012,,"directory.arca.art","info@artexte.ca","2, rue Sainte-Catherine Est, local 301","Wednesday–Friday, 12 pm–7 pm
Saturday, 12 pm–5 pm","<p>Artexte est une biblioth&egrave;que et un centre d&rsquo;exposition en art contemporain, avec une collection unique de plus de 27 000 publications couvrant&nbsp;divers aspects des arts visuels. Plus de 80% des acquisitions proviennent de dons de la communaut&eacute; artistique.</p>","Président Richard Gagnier, Vice-présidente Patricia Boushel","","<p>EXPOSITION<br />Depuis l&rsquo;ouverture de sa nouvelle salle d&rsquo;exposition en 2012 dans l&rsquo;&eacute;difice 2-22 au c&oelig;ur du quartier des spectacles, Artexte a pr&eacute;sent&eacute; 14 expositions en lien avec la documentation de l&rsquo;art ou l&rsquo;art imprim&eacute; et publi&eacute;, dont la majorit&eacute; a &eacute;t&eacute; produite &agrave; travers des partenariats. Dans un esprit de collectivit&eacute; artistique, nous invitons des artistes, chercheurs en r&eacute;sidence et commissaires tant individuels que collectifs &agrave; pr&eacute;senter leur travail en relation avec la collection permanente.</p>
<p>COLLECTION<br />La collection d&rsquo;Artexte comprend de la documentation au sujet des&nbsp;arts visuels de 1965 &agrave; nos jours, avec une attention particuli&egrave;re aux pratiques du&nbsp;Canada et du&nbsp;Qu&eacute;bec. Vous y trouverez plusieurs&nbsp;types de publications qui t&eacute;moignent des pratiques artistiques au Canada et &agrave; l&rsquo;&eacute;tranger, ainsi que des documents &eacute;ph&eacute;m&egrave;res tels que des affiches, des d&eacute;pliants, des cartons d&rsquo;invitations, des coupures de presse et de la documentation visuelle. Les documents refl&egrave;tent un int&eacute;r&ecirc;t marqu&eacute; pour les approches critiques de la cr&eacute;ation, de l&rsquo;exposition, de la recherche et de l&rsquo;interpr&eacute;tation des arts visuels.<br />La collection d&rsquo;Artexte est accessible et ouverte &agrave; tous. Nous soutenons la recherche sous toutes ses formes et nous encourageons la d&eacute;couverte et l&rsquo;exploration des ressources dans la collection. Les biblioth&eacute;caires sont disponibles pour r&eacute;pondre &agrave; vos questions en tout temps.</p>
<p>EDITION<br />Depuis 1982, les &Eacute;ditions Artexte visent &agrave; compl&eacute;ter l&rsquo;activit&eacute; &eacute;ditoriale des mus&eacute;es, des centres d&rsquo;artistes et des galeries par des projets de publications internes. Artexte a publi&eacute; plus de 30 ouvrages de th&eacute;orie critique, recueils, &oelig;uvres de r&eacute;f&eacute;rence et livres d'artistes sur une panoplie de th&egrave;mes et de disciplines en art contemporain. Ces ouvrages critiques sont produits en collaboration avec divers artistes, maisons d&rsquo;&eacute;dition et chercheurs.</p>
<div id=""gallery-1"" class=""gallery galleryid-15 gallery-columns-3 gallery-size-thumbnail"" style=""box-sizing: inherit; display: flex; flex-wrap: wrap; margin: 1.2em -15px; font-family: Apercu, 'Helvetica Neue', Arial, sans-serif; font-size: 16px;"">&nbsp;</div>",true,true,true,false,false,true,true,false,false,"","","","2017-11-23T14:47:56.129Z","2017-11-23T14:47:56.129Z","artexte","Canada","Montréal (Québec)","45.5100287","-73.56338099999999","2, rue Sainte-Catherine Est, local 301, , Montréal (Québec), CANADA","","","","1"
230,"Arnica",2003,2019,"","arnicaarc@gmail.com","7 Seymour Street West Kamloops","Tuesday–Friday, 10 am–5 pm
Saturday, 10 am–5 pm

","<p>Founded in 2003, Arnica Artist-Run Centre Society is a not-for-profit gallery that provides a supportive environment for emerging contemporary artists. Arnica received charitable status in 2008&nbsp;and is&nbsp;part of a Canada-wide network of artist run centres.<br /><br />Arnica provides exhibition space for contemporary art that is dynamic, innovative and thoughtful. It also serves as a space for artists to research and develop new work and helps emerging artists in our city, adding to the cultural mix of Kamloops.</p>","","","",true,false,false,false,false,false,false,false,false,"","","","2017-11-23T14:18:35.535Z","2025-04-04T21:44:39.813Z","arnica","Canada","British Columbia","50.6750961","-120.3394226","7 Seymour Street West Kamloops, , British Columbia, Canada","","","","1"
228,"AKA",1971,,"akaartistrun.com","info@akaartistrun.com","424 20th Street West Saskatoon","12-6pm Tuesday to Friday, 12-4pm Saturdays","<p>AKA supports the creation and development of artist driven initiatives and emerging practices that speak to, reflect and encourage dialogue in our culturally diverse communities. This includes work in all media by local, national and international artists. Our venues consist of a street-level gallery, billboard and multi-use screening and performance event space; we also source off-site locations for site-specific projects.&nbsp; We are committed to acting as a centre for risk-taking and artistic self-determination produced by a diversity of voices; engaging in critical discourse and intersections with related cultural practices.</p>","Marcus Miller","<p>The Shoestring gallery was founded in 1971 by five Saskatoon women: Dorothy Boerma, Lorna Russell, Ann Newdigate, Jo Claire, and Betty Meyers. The gallery was among the first in Saskatchewan to prioritize exhibitions representative of the province&rsquo;s First Nations and Ukrainian communities. In 1982, the Shoestring Gallery was accepted as a member of the Association of National Non-profit Artists&rsquo; Centres changing its name to the A.K.A. (Also Known As) Gallery. In 1985 AKA moved to the Saskatoon Warehouse Artspace where it resided for 20 years with The Photographer&rsquo;s Gallery and Video Verite, (later to become Paved Arts), Tribe Inc. and Blackflash magazine.&nbsp; In 2008 AKA and Paved Arts opened their doors at their current street-level location, 424 20th Street West in the historic Riversdale district. Riversdale is one of the oldest neighbourhoods in the city and maintains a charged history for many.&nbsp; The neighbourhood and its diverse communities are now facing rapid gentrification.</p>","",true,true,true,true,false,false,false,false,false,"","","","2017-11-23T14:01:06.091Z","2018-12-02T18:39:17.972Z","aka","Canada","Saskatchewan","52.126351","-106.6759527","424 20th Street West Saskatoon, , Saskatchewan, Canada","","","","1"
235,"articule",1979,,"www.articule.org","info@articule.org","262, rue Fairmount Ouest","","<p>articule&rsquo;s programming aims to provoke dialogue, to foster critical thinking and to promote a diversity of practices and experiences in the artistic and social realms. We are open to all disciplines, and present exhibitions and action- and research-based works. articule curates events, such as screenings and forums, to explore specific themes or artistic practices. Our flexible short-term programming, known as Special Projects, answers to the time-sensitive needs and initiatives of artists as they arise. This programming channel pays particular attention to &ldquo;undisciplined&rdquo; practices and projects that manifest themselves in site-specific contexts or alternative locations. articule provides critical writings, as well as a program of discussions, conferences and workshops to encourage exchanges between artists and the public. Recognizing the importance of community and knowledge-sharing, we initiate and participate in numerous collaborative projects with other artist-run centres and community organizations. Through our engaging programming, we offer a fertile space for creativity, both to our organization and a diverse public.</p>","","<p>articule was founded in 1979 and incorporated as a non-profit organization in 1980 by a group of young artists who wanted to create a place of multidisciplinary presentation focused on research and artistic experimentation. These artists have come together to rent a space on the de la Montagne Street in Montreal, and shared programming and management. articulates became part of, what was called at the time, the network of parallel galleries. The organization has subsequently moved a few times in the central neighborhoods of Montreal. Since 2006, it's been occupying a bright space in the multicultural and lively Mile End. In 2009-2010, articulates celebrated its thirtieth anniversary with a thematic programming and Event Fundraising Who's Who which brought together artists who contributed to the center during its history.</p>
<p>&nbsp;</p>","<p>Site-specific choreography and performance (Dena Davida, 1979, Mona Hatoum, 1983) through Fluxus theatre (Geoffrey Hendricks et John Giorno, 1996-97), to travelling interventions (Bookmobile, 2001) and the VIVA! art action (2006 - ), articule supports practices associated with performance art in its broadest terms, and has made a significant contribution to the development of this discipline in the Montr&eacute;al region.articule&rsquo;s programming is equally marked by a desire to take art outside of the gallery walls. An agreement established with Montr&eacute;al retailers has given artists the opportunity to exhibit in store fronts since the early 1980s. This practice continues today with subsequent exhibitions and events being held in apartment buildings, hospitals, retirement homes, theatres, cinemas, parks, and a Salvation Army centre, to name but a few venues.</p>
<p>In tandem with its exhibition programme, articule has developed different avenues of activity in response to the needs and trends of the milieu. Examples of note would be the multimedia programming of the 1990s, comprising, for example, the work of Trinh T. Minh-ha, Steve Reinke and Pipilotti Rist; Special Projects, allowing for more site-specific works (1994 onwards); the conservation projects (2000 onwards), such as H&ocirc;pital (2001) and Carolee Schneeman&rsquo;s 2005 exhibition, and the in-house window projects initiated in 2007.</p>
<p>An enduring discursive tradition began in articule&rsquo;s first decade, with the publication of&nbsp;Discussion&nbsp;(1981-1989). With important thematic conferences, publications, and workshops bringing national and international artists together, this space has continued to thrive as a centre for dialogue and knowledge sharing.</p>
<p>Since 1979, articule has supported a great number of young artists, offering many a first opportunity to exhibit their work in a professional environment. At the same time, the centre has given the public the opportunity to discover artists of international renown. Among such artists are Marie Chouinard (1979), Fran&ccedil;ois Morelli, Stephen Scholfield, (1980-81), Lisa Steele, Pierre Falardeau (1982-83), Bill Vazan, Michael Snow, Chris Burden (1983-84), Martha Rosler (1984-85), Ed Pien (1985-1986), Peter Doig (1989-1990), Robert Houle (1991-1992), Pipilotti Rist (1993-94), John Giorno (1996-97), Dena Davida, (1998-99), Julie-Andr&eacute;e T. (2000-01), Evergon (2001-02), Gary Neil Kennedy (2003-04), Carolee Schneemann, (2005-06), Kelly Richardson (2007) Nelson Henricks (2008), Aleesa Cohene (2008), Greg Staats (2011) and Carl Trahan (2012).</p>",true,true,true,true,false,false,false,false,false,"","","","2017-11-23T15:01:22.436Z","2018-12-02T18:39:41.835Z","articule","Canada","Montréal (Québec)","45.5208705","-73.5971313","262, rue Fairmount Ouest, , Montréal (Québec), Canada","","","","1"
99,"Art Metropole",1974,,"artmetropole.com","info@artmetropole.com","1490 Dundas Street West","","<p>Art Metropole is a not-for-profit organisation with a focus on the production, dissemination and contextualisation of artist-initiated publication in any media, especially those formats and practices predisposed to sharing and circulation.</p>","","<p>Art Metropole was founded in 1974 by the artists' collective General Idea as an artist-run centre. Art Metropole is a not-for-profit corporation incorporated under the laws of the province of Ontario and a registered charitable organization.</p>","<p>Further information on the history of Art Metropole can be found in the Art Metropole Collection available online and to the public at the&nbsp;<a href=""http://www.gallery.ca/en/library/art-metropole.php"">National Gallery of Canada Library</a>&nbsp;as well as on the&nbsp;<a href=""https://artmetropole.com/archive"">Archive</a>maintained on this site.</p>
<p>Art Metropole accepts submissions of artists' books, editions and multiples in any media. Please click the&nbsp;<a href=""https://goo.gl/forms/lym3Hdc8Ry477UzP2"" target=""_blank"">link</a>&nbsp;and fill out the form to submit your work for consideration. Submissions are juried monthly by staff. Due to the high volume of submissions, we are only able to respond to successful applicants. If you have questions about the submissions form or process, please contact<span id=""e896819606""><a href=""mailto:info@artmetropole.com"">info@artmetropole.com</a></span>.</p>",true,true,true,false,false,true,true,false,false,"","","The Canada Council for the Arts
The Ontario Arts Council
The Trillium Foundation
The City of Toronto through the Toronto Arts Council","2015-05-07T21:59:21.894Z","2017-11-23T14:34:33.727Z","art-metropole","Canada","Toronto","43.6497812","-79.431778","1490 Dundas Street West, , Toronto, Canada","","","","1"
317,"Chiffonnier",2016,2022,"www.facebook.com/atelierchiffonnier","chiffonniermail@gmail.com","1 bis avenue junot","Ouverture uniquement pendant les expositions :
mercredi, samedi, dimanche 14h - 18h","<p>Association/collectif d'artistes<br />Atelier de cr&eacute;ation personnelle<br />Organisation d'&eacute;v&eacute;nements culturels : expositions, concerts, projections, conf&eacute;rences...</p>","Charles Thomassin, Wolf Cuyvers","","",true,false,true,false,false,false,false,false,false,"","","","2020-03-03T11:55:49.922Z","2025-04-04T18:48:05.815Z","chiffonnier-32cb7b9e-11c0-427e-9202-8c436be71118","France","Dijon","47.3220752","5.054449099999999","1 bis avenue junot, 21000, Dijon, France","21000","","","1"
240,"ATELIER D’ESTAMPE IMAGO",1999,,"www.atelierimago.com","atelierestampeimago@gmail.com","Centre culturel Aberdeen, 140, rue Botsford, local 17","","<p>Imago est un centre de production vou&eacute; au d&eacute;veloppement et &agrave; la diffusion de l&rsquo;estampe et de l&rsquo;art imprim&eacute;. Le centre offre un lieu de recherche, un atelier fonctionnel et une programmation qui refl&egrave;te les tendances actuelles en arts visuels. En plus d&rsquo;offrir un laboratoire de cr&eacute;ation et d&rsquo;exp&eacute;rimentation &agrave; travers son programme d&rsquo;artistes en r&eacute;sidence, ses conf&eacute;rences d&rsquo;artistes, ses ateliers, ses expositions et ses projets de cr&eacute;ation interdisciplinaires, Imago encourage et appui des artistes de diff&eacute;rentes disciplines &agrave; explorer les possibilit&eacute;s de l&rsquo;estampe.<span style=""background-color: #f0f4f4; color: #263333; font-family: 'Source Sans Pro'; font-size: 16px;""><br /><br /></span>The mandate of Atelier d&rsquo;estampe Imago is to facilitate, promote and disseminate creation in the fields of printmaking and printed art.<br />As a production centre engaged in the development, creation and dissemination of print and printed art, Imago offers a space for research and a program that reflects contemporary trends in the visual arts. The centre offers a program of artist residencies, lectures by artists, workshops, exhibitions and interdisciplinary creative projects.<br />The studio owns a 16 1/2 x 34 inch Griffin 000 press, a 28 x 46 inch Westman and Baker lithography press and a 40 x 70 inch Charles Brand press, and is equipped for water-based screenprinting, large-format relief and intaglio, and water-free lithography.</p>","","","",false,false,false,true,false,false,false,true,false,"","","","2017-11-23T19:39:24.035Z","2017-11-23T19:39:24.035Z","atelier-d-estampe-imago","Canada","Moncton","46.0932499","-64.7780092","Centre culturel Aberdeen, 140, rue Botsford, local 17, , Moncton, CANADA","","","","1"
