id;nom;date_ouverture;date_fermeture;website;email;adresse;horaires;presentation;responsables;historique;activites;expositions;publications;events;residences;workshop;archive;librairie;coworking;education;nb_expos_an;nb_artistes_an;partenaires;created_at;updated_at;slug;pays;ville;latitude;longitude;adresse_complete;codepostal;telephone;visite;user_id;question1;réponse1;question2;réponse2
222;3e impérial;1984.0;;3e-imperial.org;info@3e-imperial.org;164, rue Cowie, local 310;;Le 3e impérial est un centre voué à l’exploration des potentiels de l’art actuel dans les sphères du quotidien et les espaces non dédiés à l’art. Ses activités — recherche, création, production, diffusion, édition, forums de réflexion — s’articulent autour d’un programme de résidence en art infiltrant qui vise à féconder les rapports artistes/publics et à valoriser les liens entre la pratique artistique, l’espace public et l’engagement social.;Dominic Marcil ;Fondé en 1984, le 3e impérial, centre d’essai en art actuel a été le premier centre d’artistes du réseau québécois et canadien à se consacrer, à long terme et de manière exclusive, à l’exploration de l’art actuel dans les espaces qui ne lui sont pas normalement dédiés. En s’engageant, à partir de 1995, dans une méthodologie d’intervention centrée sur des contextes, hors de l’espace conventionnel de la galerie, le centre a développé une approche de l’art prenant son assise dans la quotidienneté. Depuis, il continue à raffiner ses processus de travail et à les adapter aux besoins changeants de la création en art actuel et à son rapport au monde contemporain.;Résidences croisées France/QuébecMaison des arts Georges et Claude Pompidou, centre d’art contemporain et résidences (Cajarc, France) / 3e impérial, centre d’essai en art actuel (Granby, Québec, Canada).La Maison des arts Georges Pompidou, centre d’art contemporain et résidences (Cajarc, France) et le 3e impérial, centre d’essai en art actuel (Granby, Québec, Canada) ont établi une entente de résidences croisées impliquant l’accueil d’artistes ou de chercheurs aux Les Maisons Daura, résidences internationales à Saint-Cirq-Lapopie dans la région Languedoc-Roussillon-Midi-Pyrénées en France, ainsi qu’au 3e impérial, centre d’essai en art actuel à Granby, dans la région de la Montérégie au Québec, Canada.Ayant en commun d’axer leur action artistique sur les spécificités de leurs territoires respectifs et de leurs contextes sociopolitiques respectifs, les deux structures d’accueil proposent un contexte de travail et d’échange fondé sur la relation entre l’art et la communauté. Lieu de ressource pour la création contemporaine privilégiant le dialogue entre des pratiques, des disciplines, des identités et des géographies, Les Maisons Daura, résidences internationales accueillent des artistes de toutes disciplines pour développer des projets de création qui s’inscrivent dans la dynamique du territoire et en ce sens, animent des rencontres entre les artistes et le public. Le 3e impérial, centre d’essai en art actuel, propose une approche interdisciplinaire et contextuelle des arts visuels prenant pour assises la quotidienneté et la proximité avec les communautés. Ses activités et ses procédures de travail se fondent sur la collaboration et la rencontre de divers savoirs et expériences pour favoriser la prise de risque et la présence active à un contexte vivant.;True;True;True;True;False;False;False;False;False;;;;2017-11-23T13:09:53.684Z;2017-11-23T13:10:52.822Z;3e-imperial;Canada;Granby (Québec);45.3969667;-72.7265548;164, rue Cowie, local 310, , Granby (Québec), Canada;;;;1.0;;;;
224;aceartinc.;1983.0;;www.aceart.org;gallery@aceart.org;2-290 McDermot Avenue Winnipeg;Tuesday – Saturday, 12 – 5pm;aceartinc. is an artist-run centre dedicated to the development, exhibition and dissemination of contemporary art. aceartinc. maintains a commitment to emerging artists and recognizes its role in placing contemporary artists in a larger cultural context. aceartinc. encourages applications from all contemporary artists and curators.;;"aceartinc. is an Artist-Run Centre located in the Exchange District of Winnipeg, Canada. We were founded in 1983.
aceartinc. exhibits 5 major exhibitions a year by contemporary visual artists and we welcome submissions from all emerging contemporary artists and curators working in any media to our annual call for submission each August.
The gallery also runs several ongoing projects and hosts numerous one-offs; among other things we are the proud home of Flux Gallery and the Cartae Open School. This Artist Run Centre is passionate about the work being produced by contemporary artists and arts writers and critics in Canada and abroad. Many successful, well known and not so well known Canadian artists have shown work at ace early in their careers- we are an established (but not establishment) part of the unique ecosystem of Canadian contemporary art.
Founding members: Donna Jones, Douglas Melnyk, Larry Glawson, Janice Dehod, Gail Noonan, Vern Hume, Pauline See, Lorraine Wright, Gord Arthur, Karen Busby.";;True;True;True;True;True;False;False;False;False;;;;2017-11-23T13:30:06.329Z;2017-11-23T13:30:06.329Z;aceartinc;Canada;Manitoba;49.897407;-97.142472;2-290 McDermot Avenue Winnipeg, , Manitoba, CANADA;;;;1.0;;;;
226;AdMare;1998.0;;www.admare.org;admare@tlb.sympatico.ca;1-1349 ch. de Lavernière;;"AdMare promeut l’art actuel aux Îles-de-la-Madeleine. 
Avec une programmation régulière d’expositions individuelles et collectives, des résidences, des événements artistiques d’envergure et des projets de publication, AdMare offre aux artistes un espace de ressourcement, d’exploration, d’échange et de réflexion en relation avec le territoire et la communauté dans laquelle il opère. ";Laurène Janowsky;Le Regroupement des artistes professionnels en arts visuels des Iles-de-la-Madeleine AdMare a vu le jour en 1998 suite à la volonté d’un noyau d’artistes des Îles de soutenir la création en arts visuels sur l’archipel. Étaient présents à l’assemblée générale de fondation en 1999 : Marie-Michèle Allard, Marie Berger, Angèle Brisson, Micheline Couture, Jean-François Cyr, Marlène Devost, Jacline Dupuis, Daniel Gautier, Danielle Gosselin, René Lemay, Yves Pharand, Carole Piédalue et Lucien Turbide. Pendant cinq ans, le Regroupement réalise plusieurs événements de création et de diffusion, dont trois majeurs qui témoignent du dynamisme du milieu : les symposiums Mer Océane (1998), Les Muses (1999) et Sur la mer comme au ciel (2000).En 2003, des membres du Regroupement entreprennent de fonder le Centre d’artistes autogéré AdMare, axé sur les pratiques actuelles en arts visuels. Avec le soutien de plusieurs partenaires locaux, le nouveau Centre s’installe au « Chalet des scouts » de Cap-aux-Meules, situé le long du Sentier du Littoral. On y retrouve un espace de création et de diffusion, un logement pour les artistes en résidence, deux ateliers de production et de l’équipement. Le Centre amorce une programmation d’expositions, de résidences d’artistes, de conférences et d’ateliers et réalise un autre symposium, Les Islomanes (2004).En 2006, AdMare cesse de bénéficier de ses locaux et amorce un partenariat avec La grande école, à Havre-aux-Maisons, pour la tenue de résidences d’artistes, d’expositions et d’événements. Le bureau de l’organisme est aujourd’hui situé au Centre récréatif de l’Étang-du-Nord.Après 12 ans d’existence, AdMare aura réalisé 4 symposiums et 25 expositions / résidences, impliquant au total 86 artistes professionnels.À cela s’ajoute les conférences, ateliers de création et événements spéciaux, ainsi que les 2 bourses de création et 2 publications.;;True;False;True;True;False;False;False;False;False;;;;2017-11-23T13:45:00.933Z;2017-11-23T13:47:23.812Z;admare;Canada;L'Étang Du Nord (Québec);47.372436;-61.9100897;1-1349 ch. de Lavernière, , L'Étang Du Nord (Québec), Canada;;;;1.0;;;;
239;Atelier de l’Île;1975.0;;atelier.qc.ca;art@atelier.qc.ca;1289, rue Dufresne, C. P. 3488;;L’Atelier de l’Île is an artist-run centre that promotes research, experimentation and production in contemporary printmaking.;;"L’Atelier de l’île de Val-David a été fondé par Michel-Thomas Tremblay. Un séjour de trois ans à l’Atelier 17 à Paris lui avait donné l’occasion de travailler auprès de maîtres de la gravure et d’approfondir la méthode des rouleaux et des viscosités mise au point par Stanley William Hayter et encore couramment utilisée à l’Atelier de l’île et dans les ateliers d’estampe à travers le monde. À son retour en 1975, Michel-Thomas Tremblay décida d’établir son atelier sur une petite île sur la rivière du Nord, d’où lui vint son nom. Fidèle à l’esprit convivial des années 1970, il décida de partager ce bel espace de travail et d’expérimentation avec les artistes de la région.
Les années ’70 à Val-David
 
Dans l’ébullition de cette période charnière des années ‘70 où la Butte à Mathieu invitait les Leclerc, Charlebois, Léveillé, Vigneault, Deschamps, Moreau, Gauthier, Duguay et tant d’autres, l’Atelier de l’île devint un lieu de rassemblement et de création où de nombreux artistes maintenant reconnus (Jocelyne Aird-Bélanger, Bonnie Baxter, Gilles Boivert, Guy Montpetit, René Derouin, André Fournelle, Pierre Leblanc, Carl Heywood, Libby Hague, Armand Vaillancourt, Jane Ash Poitras, Kenojuak Ashevak, Roberto Ferreyra, Richard Purdy, François Vincent, Francois Morelli, Barbara Beisinghoff, Ludmilla Armata, Jarmila Kavena) y firent leurs premières armes, inspirés par les mots et la poésie des lieux. Afin de se donner les moyens de ses ambitions, l’Atelier de l’île fut déménagé au centre du village, où ses activités se poursuivent et prennent un nouvel essor tout en respectant l’esprit de ses membres fondateurs. On ne peut que saluer la vision et la détermination de tous les administrateurs, artistes et partenaires qui comprennent la valeur de l’art de l’estampe et maintiennent cet atelier collectif continuellement vivant et actif malgré les nombreux défis que cela représentent. Au cours des ans, près d’un millier d’artistes professionnels ont profité de ce lieu exceptionnel situé en pleine nature et propice à  la création dans une ambiance paisible.";;True;True;True;True;False;False;False;False;False;;;;2017-11-23T19:29:00.767Z;2017-11-23T19:29:00.767Z;atelier-de-l-ile;Canada;Val David, Québec;46.0295713;-74.2052865;1289, rue Dufresne, C. P. 3488, , Val-David, Québec, CANADA;;;;1.0;;;;
229;Alberta Printmakers (A/P);1989.0;;www.albertaprintmakers.com;director@albertaprintmakers.ca;4025 4th Street Southeast Calgary;Wednesday – Saturday, 11 am–4 pm;"Alberta Printmakers (A/P) is a non-profit, artist-run centre founded in 1989 in Calgary, Alberta. The organization’s goals are to increase public awareness of print media, to engage a diverse audience and to provide resources for the artistic community and production facilities for printmaking.
A/P has an open membership and is governed by a board of directors. Management and administration of A/P’s activities are the responsibility of its Funding and Communications Director and its Gallery and Studio Director. A/P also hosts a summer student program, as well as a residency program.";;;;True;True;False;True;False;False;False;False;False;;;;2017-11-23T14:13:55.271Z;2018-12-02T18:41:41.179Z;alberta-printmakers-a-p;Canada;Alberta;51.0174954;-114.0526268;4025 4th Street Southeast Calgary, , Alberta, Canada;;;;1.0;;;;
234;Artexte;2012.0;;directory.arca.art;info@artexte.ca;2, rue Sainte-Catherine Est, local 301;"Wednesday–Friday, 12 pm–7 pm
Saturday, 12 pm–5 pm";Artexte est une bibliothèque et un centre d’exposition en art contemporain, avec une collection unique de plus de 27 000 publications couvrant divers aspects des arts visuels. Plus de 80% des acquisitions proviennent de dons de la communauté artistique.;Président Richard Gagnier, Vice-présidente Patricia Boushel;;"EXPOSITIONDepuis l’ouverture de sa nouvelle salle d’exposition en 2012 dans l’édifice 2-22 au cœur du quartier des spectacles, Artexte a présenté 14 expositions en lien avec la documentation de l’art ou l’art imprimé et publié, dont la majorité a été produite à travers des partenariats. Dans un esprit de collectivité artistique, nous invitons des artistes, chercheurs en résidence et commissaires tant individuels que collectifs à présenter leur travail en relation avec la collection permanente.
COLLECTIONLa collection d’Artexte comprend de la documentation au sujet des arts visuels de 1965 à nos jours, avec une attention particulière aux pratiques du Canada et du Québec. Vous y trouverez plusieurs types de publications qui témoignent des pratiques artistiques au Canada et à l’étranger, ainsi que des documents éphémères tels que des affiches, des dépliants, des cartons d’invitations, des coupures de presse et de la documentation visuelle. Les documents reflètent un intérêt marqué pour les approches critiques de la création, de l’exposition, de la recherche et de l’interprétation des arts visuels.La collection d’Artexte est accessible et ouverte à tous. Nous soutenons la recherche sous toutes ses formes et nous encourageons la découverte et l’exploration des ressources dans la collection. Les bibliothécaires sont disponibles pour répondre à vos questions en tout temps.
EDITIONDepuis 1982, les Éditions Artexte visent à compléter l’activité éditoriale des musées, des centres d’artistes et des galeries par des projets de publications internes. Artexte a publié plus de 30 ouvrages de théorie critique, recueils, œuvres de référence et livres d'artistes sur une panoplie de thèmes et de disciplines en art contemporain. Ces ouvrages critiques sont produits en collaboration avec divers artistes, maisons d’édition et chercheurs.";True;True;True;False;False;True;True;False;False;;;;2017-11-23T14:47:56.129Z;2017-11-23T14:47:56.129Z;artexte;Canada;Montréal (Québec);45.5100287;-73.56338099999999;2, rue Sainte-Catherine Est, local 301, , Montréal (Québec), CANADA;;;;1.0;;;;
230;Arnica;2003.0;2019.0;;arnicaarc@gmail.com;7 Seymour Street West Kamloops;"Tuesday–Friday, 10 am–5 pm
Saturday, 10 am–5 pm";Founded in 2003, Arnica Artist-Run Centre Society is a not-for-profit gallery that provides a supportive environment for emerging contemporary artists. Arnica received charitable status in 2008 and is part of a Canada-wide network of artist run centres.Arnica provides exhibition space for contemporary art that is dynamic, innovative and thoughtful. It also serves as a space for artists to research and develop new work and helps emerging artists in our city, adding to the cultural mix of Kamloops.;;;;True;False;False;False;False;False;False;False;False;;;;2017-11-23T14:18:35.535Z;2025-04-04T21:44:39.813Z;arnica;Canada;British Columbia;50.6750961;-120.3394226;7 Seymour Street West Kamloops, , British Columbia, Canada;;;;1.0;;;;
228;AKA;1971.0;;akaartistrun.com;info@akaartistrun.com;424 20th Street West Saskatoon;12-6pm Tuesday to Friday, 12-4pm Saturdays;"AKA supports the creation and development of artist driven initiatives and emerging practices that speak to, reflect and encourage dialogue in our culturally diverse communities. This includes work in all media by local, national and international artists. Our venues consist of a street-level gallery, billboard and multi-use screening and performance event space; we also source off-site locations for site-specific projects.  We are committed to acting as a centre for risk-taking and artistic self-determination produced by a diversity of voices; engaging in critical discourse and intersections with related cultural practices.";Marcus Miller;The Shoestring gallery was founded in 1971 by five Saskatoon women: Dorothy Boerma, Lorna Russell, Ann Newdigate, Jo Claire, and Betty Meyers. The gallery was among the first in Saskatchewan to prioritize exhibitions representative of the province’s First Nations and Ukrainian communities. In 1982, the Shoestring Gallery was accepted as a member of the Association of National Non-profit Artists’ Centres changing its name to the A.K.A. (Also Known As) Gallery. In 1985 AKA moved to the Saskatoon Warehouse Artspace where it resided for 20 years with The Photographer’s Gallery and Video Verite, (later to become Paved Arts), Tribe Inc. and Blackflash magazine.  In 2008 AKA and Paved Arts opened their doors at their current street-level location, 424 20th Street West in the historic Riversdale district. Riversdale is one of the oldest neighbourhoods in the city and maintains a charged history for many.  The neighbourhood and its diverse communities are now facing rapid gentrification.;;True;True;True;True;False;False;False;False;False;;;;2017-11-23T14:01:06.091Z;2018-12-02T18:39:17.972Z;aka;Canada;Saskatchewan;52.126351;-106.6759527;424 20th Street West Saskatoon, , Saskatchewan, Canada;;;;1.0;;;;
235;articule;1979.0;;www.articule.org;info@articule.org;262, rue Fairmount Ouest;;articule’s programming aims to provoke dialogue, to foster critical thinking and to promote a diversity of practices and experiences in the artistic and social realms. We are open to all disciplines, and present exhibitions and action- and research-based works. articule curates events, such as screenings and forums, to explore specific themes or artistic practices. Our flexible short-term programming, known as Special Projects, answers to the time-sensitive needs and initiatives of artists as they arise. This programming channel pays particular attention to “undisciplined” practices and projects that manifest themselves in site-specific contexts or alternative locations. articule provides critical writings, as well as a program of discussions, conferences and workshops to encourage exchanges between artists and the public. Recognizing the importance of community and knowledge-sharing, we initiate and participate in numerous collaborative projects with other artist-run centres and community organizations. Through our engaging programming, we offer a fertile space for creativity, both to our organization and a diverse public.;;articule was founded in 1979 and incorporated as a non-profit organization in 1980 by a group of young artists who wanted to create a place of multidisciplinary presentation focused on research and artistic experimentation. These artists have come together to rent a space on the de la Montagne Street in Montreal, and shared programming and management. articulates became part of, what was called at the time, the network of parallel galleries. The organization has subsequently moved a few times in the central neighborhoods of Montreal. Since 2006, it's been occupying a bright space in the multicultural and lively Mile End. In 2009-2010, articulates celebrated its thirtieth anniversary with a thematic programming and Event Fundraising Who's Who which brought together artists who contributed to the center during its history.;"Site-specific choreography and performance (Dena Davida, 1979, Mona Hatoum, 1983) through Fluxus theatre (Geoffrey Hendricks et John Giorno, 1996-97), to travelling interventions (Bookmobile, 2001) and the VIVA! art action (2006 - ), articule supports practices associated with performance art in its broadest terms, and has made a significant contribution to the development of this discipline in the Montréal region.articule’s programming is equally marked by a desire to take art outside of the gallery walls. An agreement established with Montréal retailers has given artists the opportunity to exhibit in store fronts since the early 1980s. This practice continues today with subsequent exhibitions and events being held in apartment buildings, hospitals, retirement homes, theatres, cinemas, parks, and a Salvation Army centre, to name but a few venues.
In tandem with its exhibition programme, articule has developed different avenues of activity in response to the needs and trends of the milieu. Examples of note would be the multimedia programming of the 1990s, comprising, for example, the work of Trinh T. Minh-ha, Steve Reinke and Pipilotti Rist; Special Projects, allowing for more site-specific works (1994 onwards); the conservation projects (2000 onwards), such as Hôpital (2001) and Carolee Schneeman’s 2005 exhibition, and the in-house window projects initiated in 2007.
An enduring discursive tradition began in articule’s first decade, with the publication of Discussion (1981-1989). With important thematic conferences, publications, and workshops bringing national and international artists together, this space has continued to thrive as a centre for dialogue and knowledge sharing.
Since 1979, articule has supported a great number of young artists, offering many a first opportunity to exhibit their work in a professional environment. At the same time, the centre has given the public the opportunity to discover artists of international renown. Among such artists are Marie Chouinard (1979), François Morelli, Stephen Scholfield, (1980-81), Lisa Steele, Pierre Falardeau (1982-83), Bill Vazan, Michael Snow, Chris Burden (1983-84), Martha Rosler (1984-85), Ed Pien (1985-1986), Peter Doig (1989-1990), Robert Houle (1991-1992), Pipilotti Rist (1993-94), John Giorno (1996-97), Dena Davida, (1998-99), Julie-Andrée T. (2000-01), Evergon (2001-02), Gary Neil Kennedy (2003-04), Carolee Schneemann, (2005-06), Kelly Richardson (2007) Nelson Henricks (2008), Aleesa Cohene (2008), Greg Staats (2011) and Carl Trahan (2012).";True;True;True;True;False;False;False;False;False;;;;2017-11-23T15:01:22.436Z;2018-12-02T18:39:41.835Z;articule;Canada;Montréal (Québec);45.5208705;-73.5971313;262, rue Fairmount Ouest, , Montréal (Québec), Canada;;;;1.0;;;;
99;Art Metropole;1974.0;;artmetropole.com;info@artmetropole.com;1490 Dundas Street West;;Art Metropole is a not-for-profit organisation with a focus on the production, dissemination and contextualisation of artist-initiated publication in any media, especially those formats and practices predisposed to sharing and circulation.;;Art Metropole was founded in 1974 by the artists' collective General Idea as an artist-run centre. Art Metropole is a not-for-profit corporation incorporated under the laws of the province of Ontario and a registered charitable organization.;"Further information on the history of Art Metropole can be found in the Art Metropole Collection available online and to the public at the National Gallery of Canada Library as well as on the Archivemaintained on this site.
Art Metropole accepts submissions of artists' books, editions and multiples in any media. Please click the link and fill out the form to submit your work for consideration. Submissions are juried monthly by staff. Due to the high volume of submissions, we are only able to respond to successful applicants. If you have questions about the submissions form or process, please contactinfo@artmetropole.com.";True;True;True;False;False;True;True;False;False;;;"The Canada Council for the Arts
The Ontario Arts Council
The Trillium Foundation
The City of Toronto through the Toronto Arts Council";2015-05-07T21:59:21.894Z;2017-11-23T14:34:33.727Z;art-metropole;Canada;Toronto;43.6497812;-79.431778;1490 Dundas Street West, , Toronto, Canada;;;;1.0;;;;
317;Chiffonnier;2016.0;2022.0;www.facebook.com/atelierchiffonnier;chiffonniermail@gmail.com;1 bis avenue junot;"Ouverture uniquement pendant les expositions :
mercredi, samedi, dimanche 14h - 18h";Association/collectif d'artistesAtelier de création personnelleOrganisation d'événements culturels : expositions, concerts, projections, conférences...;Charles Thomassin, Wolf Cuyvers;;;True;False;True;False;False;False;False;False;False;;;;2020-03-03T11:55:49.922Z;2025-04-04T18:48:05.815Z;chiffonnier-32cb7b9e-11c0-427e-9202-8c436be71118;France;Dijon;47.3220752;5.054449099999999;1 bis avenue junot, 21000, Dijon, France;21000.0;;;1.0;;;;
240;ATELIER D’ESTAMPE IMAGO;1999.0;;www.atelierimago.com;atelierestampeimago@gmail.com;Centre culturel Aberdeen, 140, rue Botsford, local 17;;Imago est un centre de production voué au développement et à la diffusion de l’estampe et de l’art imprimé. Le centre offre un lieu de recherche, un atelier fonctionnel et une programmation qui reflète les tendances actuelles en arts visuels. En plus d’offrir un laboratoire de création et d’expérimentation à travers son programme d’artistes en résidence, ses conférences d’artistes, ses ateliers, ses expositions et ses projets de création interdisciplinaires, Imago encourage et appui des artistes de différentes disciplines à explorer les possibilités de l’estampe.The mandate of Atelier d’estampe Imago is to facilitate, promote and disseminate creation in the fields of printmaking and printed art.As a production centre engaged in the development, creation and dissemination of print and printed art, Imago offers a space for research and a program that reflects contemporary trends in the visual arts. The centre offers a program of artist residencies, lectures by artists, workshops, exhibitions and interdisciplinary creative projects.The studio owns a 16 1/2 x 34 inch Griffin 000 press, a 28 x 46 inch Westman and Baker lithography press and a 40 x 70 inch Charles Brand press, and is equipped for water-based screenprinting, large-format relief and intaglio, and water-free lithography.;;;;False;False;False;True;False;False;False;True;False;;;;2017-11-23T19:39:24.035Z;2017-11-23T19:39:24.035Z;atelier-d-estampe-imago;Canada;Moncton;46.0932499;-64.7780092;Centre culturel Aberdeen, 140, rue Botsford, local 17, , Moncton, CANADA;;;;1.0;;;;
236;ARTSPACE;1974.0;;artspace-arc.org;gallery@artspace-arc.org;3-378 Aylmer Street North, P.O. Box 1748 Peterborough;Tuesday and Wednesday, 12 pm–6 pm Thursday and Friday, 12 pm–8 pm Saturday, 12 pm–4 pm;ARTSPACE (est. 1974) is Peterborough’s artist-run centre, a non-profit organization committed to the presentation of contemporary art and the support of artists. We change in response to the needs of artists, and work to engage and develop audiences. Our programming, though national in scope, is regional in spirit. By connecting artists to the community and welcoming a broad range of involvement, we continue to attract respected talent from across the country—talent we are proud to compensate with fees that often exceed recommended CARFAC rates.;;"Founded in 1974 by a group of dedicated local artists, Artspace differs from many of the artist-run centres that formed in this early period. Artspace was established and sustained by a membership spread amongst smaller urban centres, rural areas and townships as part of a unique cultural milieu within the region. The organization received its non-profit, incorporated, charitable status in July 1977. Since it’s founding, Artspace has played a profound role in the development of contemporary Canadian art, creating a space for numerous prominent artists to present their work for the first time.
In July 2004 the Artspace gallery site was destroyed and its archives badly damaged by a major flood in downtown Peterborough. In September 2006 following several temporary relocations Artspace resettled at its current location at 378 Aylmer Street. With an expanse of floor to ceiling windows the centre maintains a prominent street-front presence in the busy downtown core of Peterborough, where. With additional presentation and workshop spaces the centre’s current location allows for the installation of larger, more ambitious installations of contemporary art, while also providing regional artists with adequate professional workspaces.
In November 2014 the centre celebrated its 40th anniversary and marked the occasion with an interactive exhibition, publication, and public celebration titled “I Will Not Grow Old In Peterborough.” In 2016, after ten years at our current site, and after a history of regular relocation, the Artspace negotiated a new, long-term lease that will afford the centre locational stability through 2026.";"- To advocate for the rights of artists.- To encourage critical investigations by enabling exploration in curation, exhibition and performance.- To develop engaging public forums such as lectures, panel and symposium presentations; workshops; broadcasts; publications; off-site exhibitions; and virtual projects.- To foster dialogue between contemporary artists from diverse cultural/political perspectives.- To serve as a versatile resource facility.";True;False;False;False;False;False;False;False;False;;;;2017-11-23T15:07:58.056Z;2017-11-23T15:08:36.832Z;artspace;Canada;Ontario;44.3051916;-78.32296690000001;3-378 Aylmer Street North, P.O. Box 1748 Peterborough, , Ontario, Canada;;;;1.0;;;;
100;Artspeak;1986.0;;artspeak.ca;info@artspeak.ca;233 carrall street;Tuesday–Saturday, 12–5pm;"Artspeak was founded in 1986 by curator Cate Rimmer, artist Keith Higgins and writer Jeff Derksen. Our early association with the Kootenay School of Writing served to situate Artspeak within a unique interdisciplinary community of visual artists, writers and critics. Artspeak is operated by artists from the visual and language arts who share concerns in relation to the theory and practice of contemporary art. The mandate of the gallery is to exhibit contemporary art and to encourage a dialogue between visual art and writing. Of particular interest is work that crosses the boundaries between the two disciplines, exploring their common areas of praxis—a distinct aspect of the history of cultural practice in this region.
Artspeak has played a significant role in addressing the historical, social and intellectual conditions of contemporary visual and language arts production from the West Coast. We aim to support the practices of emerging and established artists and writers from this region and beyond by providing opportunities to exhibit, publish and present new work to enthusiastic audiences. Artspeak actively contributes to cultural communities through our commitment to artists producing challenging, innovative work in diverse media, our affiliation with like-minded organizations and the public interest we generate in contemporary art.";;;;True;True;True;True;False;False;False;False;False;;;;2015-05-07T22:08:00.204Z;2017-11-23T19:04:13.954Z;artspeak;Canada;Vancouver;49.2827748;-123.1044406;233 carrall street, , Vancouver, Canada;;;;1.0;;;;
241;Atelier Presse Papier;1979.0;;www.pressepapier.net;presse.papier.atelier@cgocable.ca;73, rue Saint-Antoine;;Presse Papier is an artist-run centre dedicated to contemporary printmaking. Located in Trois-Rivières, near the St. Lawrence River, the studio offers professional artists a production context conducive to research, creation and dissemination. Recognized for its openness, professionalism and the quality of its members’ production, Presse Papier facilitates the development of major projects by artists from here and abroad.;;;;True;True;False;True;False;False;False;False;False;;;;2017-11-23T19:44:39.100Z;2025-04-04T21:08:06.706Z;atelier-presse-papier;Canada;Trois Rivières;46.340917;-72.5406711;73, rue Saint-Antoine, , Trois Rivières, Canada;;;;1.0;;;;
244;GOSWELL ROAD;2016.0;;goswellroad.com;info@goswellroad.com;18 Rue de l'Échiquier;Visit by appointment only;GOSWELL ROAD was set-up on the 29th November 2016 by artist duo Ruiz Stephinson (www.ruizstephinson.com) in their atelier. Every six weeks they clear the atelier completely and invite an artist, offering them an exhibition and a publication. They also curate a bouquet of flowers in the entrance, in tandem with the practice of the artist.;Ruiz Stephinson, artist duo;;;True;True;True;False;False;False;False;False;False;;;;2017-11-29T07:31:40.032Z;2017-11-29T17:38:46.024Z;goswell-road;France;Paris;48.8714825;2.3515409;18 Rue de l'Échiquier, 75010, Paris, France;75010.0;;;1.0;;;;
257;Mutatio;2017.0;2021.0;www.instagram.com/p/Bkuo3IWB2e5/;mutatiospace@gmail.com;11 rue Marmontel;;"C’est en 2017 qu’apparaît Mutatio, espace d’exposition d’art contemporain indépendant situé à Nantes. Aménagé au cœur des entrepôts Delrue, le lieu se développe à bas bruit dans l’ancienne friche d’artistes vouée à la disparition. Impulsé par Jean-Baptiste Janisset, cet artist-run space est une initiative privée. La mise à disposition d’une partie de la surface d’un atelier de travail est née du désir d’accompagner des artistes émergents sous la forme d’invitations. Ces cartes blanches sont autant de propositions de réappropriation et d’expérimentation dans lesquelles le rôle du dialogue est central. A la croisée des chemins entre plusieurs pratiques artistiques, Mutatio tient autant du relais que l’on trouvait le long des voies romaines dans l’Antiquité que d’un phénomène d’altération au contact des contraintes spatiales et des échanges entre artistes. Envisagé comme un interstice ouvert pour ceux qui ont besoin, le dispositif souhaite aussi faire rebond pour chaque trajectoire artistique. Le protocole d’invitation suppose d’investir un espace de 13 m 2 et de 3,5 mètres de hauteur par le volume et la couleur en le travaillant comme un environnement plastique. Chaque intervention fraye une voie alternative au white cube, condition de visibilité à l’histoire récente et peut-être non définitive. Au vide majestueux des lieux institutionnels, Mutatio substitue un espace bringuebalant, à bricoler, au rythme de la création en train de se faire. Les propositions varient les temps de résidence, de production et d’exposition selon le tempo de chaque artiste.
Texte, Ilan Michel";Jean-Baptiste Janisset;;;True;False;True;True;False;False;False;False;False;;;le fond de dotation KATAPULT;2018-05-20T09:31:52.784Z;2025-03-06T10:56:56.060Z;mutatio;France;Nantes;47.2094927;-1.5498417;11 rue Marmontel, 44000, Nantes, France;44000.0;;;1.0;;;;
